"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001775","cell activation","86/456","331/3645",0.259818731117825,2.07684051518524,7.76843395506864,1.56249706900315e-12,4.11646955088286e-10,3.98175090407215e-10,"ENSG00000134853/ENSG00000162733/ENSG00000057657/ENSG00000135046/ENSG00000197646/ENSG00000162692/ENSG00000074047/ENSG00000203710/ENSG00000058866/ENSG00000135919/ENSG00000198846/ENSG00000169860/ENSG00000105851/ENSG00000122188/ENSG00000168685/ENSG00000115232/ENSG00000197635/ENSG00000020633/ENSG00000131016/ENSG00000110777/ENSG00000137265/ENSG00000081237/ENSG00000127152/ENSG00000121807/ENSG00000103522/ENSG00000065675/ENSG00000101425/ENSG00000104332/ENSG00000143297/ENSG00000166501/ENSG00000160654/ENSG00000134460/ENSG00000090659/ENSG00000165379/ENSG00000117090/ENSG00000154928/ENSG00000131019/ENSG00000162739/ENSG00000123338/ENSG00000182866/ENSG00000204252/ENSG00000161405/ENSG00000119508/ENSG00000013725/ENSG00000140968/ENSG00000113263/ENSG00000127951/ENSG00000108405/ENSG00000131015/ENSG00000122224/ENSG00000115602/ENSG00000004468/ENSG00000078596/ENSG00000183918/ENSG00000136244/ENSG00000136014/ENSG00000211899/ENSG00000180644/ENSG00000163599/ENSG00000157404/ENSG00000110448/ENSG00000181847/ENSG00000145777/ENSG00000163508/ENSG00000172322/ENSG00000139193/ENSG00000171049/ENSG00000081985/ENSG00000105369/ENSG00000188763/ENSG00000172116/ENSG00000269404/ENSG00000153563/ENSG00000027869/ENSG00000153064/ENSG00000167656/ENSG00000115353/ENSG00000211772/ENSG00000188389/ENSG00000204475/ENSG00000137077/ENSG00000137033/ENSG00000187922/ENSG00000177455/ENSG00000156738/ENSG00000104921",86
"GO:1903131","mononuclear cell differentiation","47/456","137/3645",0.343065693430657,2.74226853630426,7.85940974197764,1.23634234880307e-11,2.98576677235942e-09,2.88805234637069e-09,"ENSG00000057657/ENSG00000135046/ENSG00000162692/ENSG00000074047/ENSG00000134198/ENSG00000203710/ENSG00000198846/ENSG00000168685/ENSG00000115232/ENSG00000020633/ENSG00000110777/ENSG00000137265/ENSG00000081237/ENSG00000127152/ENSG00000121807/ENSG00000104332/ENSG00000160654/ENSG00000134460/ENSG00000117090/ENSG00000162739/ENSG00000123338/ENSG00000182866/ENSG00000204252/ENSG00000161405/ENSG00000140968/ENSG00000113263/ENSG00000127951/ENSG00000122224/ENSG00000115602/ENSG00000078596/ENSG00000136244/ENSG00000136014/ENSG00000211899/ENSG00000163599/ENSG00000157404/ENSG00000163508/ENSG00000172322/ENSG00000139193/ENSG00000081985/ENSG00000105369/ENSG00000188763/ENSG00000269404/ENSG00000153563/ENSG00000167656/ENSG00000137033/ENSG00000177455/ENSG00000156738",47
"GO:0002757","immune response-activating signaling pathway","42/456","125/3645",0.336,2.68578947368421,7.25155855779308,3.51926515732462e-10,7.8452541737898e-08,7.58850454571292e-08,"ENSG00000077264/ENSG00000203710/ENSG00000276600/ENSG00000122188/ENSG00000101916/ENSG00000155629/ENSG00000137265/ENSG00000081237/ENSG00000171051/ENSG00000166501/ENSG00000160654/ENSG00000123338/ENSG00000182866/ENSG00000082074/ENSG00000119508/ENSG00000162676/ENSG00000113263/ENSG00000004468/ENSG00000211679/ENSG00000183918/ENSG00000211899/ENSG00000163599/ENSG00000211592/ENSG00000154451/ENSG00000211896/ENSG00000171049/ENSG00000105369/ENSG00000172116/ENSG00000153563/ENSG00000153064/ENSG00000211772/ENSG00000204475/ENSG00000136573/ENSG00000085265/ENSG00000211685/ENSG00000163406/ENSG00000091831/ENSG00000177455/ENSG00000156738/ENSG00000104921/ENSG00000163220/ENSG00000143546",42
"GO:0030183","B cell differentiation","19/456","33/3645",0.575757575757576,4.60227272727273,7.85966498929737,7.54501961311225e-10,1.56181905991424e-07,1.51070580674571e-07,"ENSG00000162692/ENSG00000203710/ENSG00000115232/ENSG00000110777/ENSG00000081237/ENSG00000104332/ENSG00000123338/ENSG00000161405/ENSG00000140968/ENSG00000078596/ENSG00000136244/ENSG00000211899/ENSG00000157404/ENSG00000139193/ENSG00000105369/ENSG00000188763/ENSG00000269404/ENSG00000177455/ENSG00000156738",19
"GO:0050778","positive regulation of immune response","58/456","210/3645",0.276190476190476,2.20770676691729,6.81635376894098,9.20003851123286e-10,1.69053928281781e-07,1.63521343581556e-07,"ENSG00000182326/ENSG00000077264/ENSG00000135046/ENSG00000000971/ENSG00000159403/ENSG00000203710/ENSG00000276600/ENSG00000122188/ENSG00000101916/ENSG00000155629/ENSG00000137265/ENSG00000081237/ENSG00000121807/ENSG00000065675/ENSG00000171051/ENSG00000166501/ENSG00000160654/ENSG00000117090/ENSG00000131019/ENSG00000162739/ENSG00000123338/ENSG00000182866/ENSG00000204252/ENSG00000082074/ENSG00000119508/ENSG00000162676/ENSG00000113263/ENSG00000131015/ENSG00000004468/ENSG00000211679/ENSG00000183918/ENSG00000136244/ENSG00000211899/ENSG00000180644/ENSG00000163599/ENSG00000211592/ENSG00000154451/ENSG00000211896/ENSG00000171049/ENSG00000163564/ENSG00000105369/ENSG00000127241/ENSG00000172116/ENSG00000153563/ENSG00000153064/ENSG00000211772/ENSG00000204475/ENSG00000137033/ENSG00000136573/ENSG00000085265/ENSG00000211685/ENSG00000163406/ENSG00000091831/ENSG00000177455/ENSG00000156738/ENSG00000104921/ENSG00000163220/ENSG00000143546",58
"GO:0002253","activation of immune response","47/456","153/3645",0.30718954248366,2.45549535603715,6.95446567379487,9.33355021569529e-10,1.69053928281781e-07,1.63521343581556e-07,"ENSG00000182326/ENSG00000077264/ENSG00000000971/ENSG00000159403/ENSG00000203710/ENSG00000276600/ENSG00000122188/ENSG00000101916/ENSG00000155629/ENSG00000137265/ENSG00000081237/ENSG00000171051/ENSG00000166501/ENSG00000160654/ENSG00000123338/ENSG00000182866/ENSG00000082074/ENSG00000119508/ENSG00000162676/ENSG00000113263/ENSG00000004468/ENSG00000211679/ENSG00000183918/ENSG00000211899/ENSG00000163599/ENSG00000211592/ENSG00000154451/ENSG00000211896/ENSG00000171049/ENSG00000163564/ENSG00000105369/ENSG00000127241/ENSG00000172116/ENSG00000153563/ENSG00000153064/ENSG00000211772/ENSG00000204475/ENSG00000136573/ENSG00000085265/ENSG00000211685/ENSG00000163406/ENSG00000091831/ENSG00000177455/ENSG00000156738/ENSG00000104921/ENSG00000163220/ENSG00000143546",47
"GO:0002764","immune response-regulating signaling pathway","44/456","139/3645",0.316546762589928,2.5302915562287,6.95536574363424,1.15699993572979e-09,1.86689100478429e-07,1.80579374005323e-07,"ENSG00000077264/ENSG00000203710/ENSG00000276600/ENSG00000122188/ENSG00000101916/ENSG00000155629/ENSG00000137265/ENSG00000081237/ENSG00000065675/ENSG00000171051/ENSG00000166501/ENSG00000160654/ENSG00000123338/ENSG00000182866/ENSG00000082074/ENSG00000119508/ENSG00000162676/ENSG00000113263/ENSG00000004468/ENSG00000211679/ENSG00000183918/ENSG00000211899/ENSG00000163599/ENSG00000157404/ENSG00000211592/ENSG00000154451/ENSG00000211896/ENSG00000171049/ENSG00000105369/ENSG00000172116/ENSG00000153563/ENSG00000153064/ENSG00000211772/ENSG00000204475/ENSG00000136573/ENSG00000085265/ENSG00000211685/ENSG00000163406/ENSG00000091831/ENSG00000177455/ENSG00000156738/ENSG00000104921/ENSG00000163220/ENSG00000143546",44
"GO:0002521","leukocyte differentiation","49/456","164/3645",0.298780487804878,2.38827824133504,6.87845301712531,1.1595596303008e-09,1.86689100478429e-07,1.80579374005323e-07,"ENSG00000057657/ENSG00000135046/ENSG00000162692/ENSG00000074047/ENSG00000134198/ENSG00000203710/ENSG00000198846/ENSG00000168685/ENSG00000115232/ENSG00000020633/ENSG00000110777/ENSG00000125845/ENSG00000137265/ENSG00000166147/ENSG00000081237/ENSG00000127152/ENSG00000121807/ENSG00000104332/ENSG00000160654/ENSG00000134460/ENSG00000117090/ENSG00000162739/ENSG00000123338/ENSG00000182866/ENSG00000204252/ENSG00000161405/ENSG00000140968/ENSG00000113263/ENSG00000127951/ENSG00000122224/ENSG00000115602/ENSG00000078596/ENSG00000136244/ENSG00000136014/ENSG00000211899/ENSG00000163599/ENSG00000157404/ENSG00000163508/ENSG00000172322/ENSG00000139193/ENSG00000081985/ENSG00000105369/ENSG00000188763/ENSG00000269404/ENSG00000153563/ENSG00000167656/ENSG00000137033/ENSG00000177455/ENSG00000156738",49
"GO:0002429","immune response-activating cell surface receptor signaling pathway","34/456","96/3645",0.354166666666667,2.83100328947368,6.87410382334813,3.93106808229473e-09,5.93029188030879e-07,5.73621273374098e-07,"ENSG00000077264/ENSG00000203710/ENSG00000276600/ENSG00000122188/ENSG00000155629/ENSG00000081237/ENSG00000171051/ENSG00000166501/ENSG00000160654/ENSG00000123338/ENSG00000182866/ENSG00000082074/ENSG00000119508/ENSG00000113263/ENSG00000004468/ENSG00000211679/ENSG00000183918/ENSG00000211899/ENSG00000163599/ENSG00000211592/ENSG00000211896/ENSG00000171049/ENSG00000105369/ENSG00000172116/ENSG00000153563/ENSG00000153064/ENSG00000211772/ENSG00000204475/ENSG00000136573/ENSG00000085265/ENSG00000211685/ENSG00000177455/ENSG00000156738/ENSG00000104921",34
"GO:0002684","positive regulation of immune system process","78/456","332/3645",0.234939759036145,1.87797241597971,6.34429751962646,4.09267900642428e-09,5.93029188030879e-07,5.73621273374098e-07,"ENSG00000182326/ENSG00000077264/ENSG00000135046/ENSG00000197646/ENSG00000000971/ENSG00000159403/ENSG00000162692/ENSG00000074047/ENSG00000203710/ENSG00000276600/ENSG00000198846/ENSG00000122188/ENSG00000101916/ENSG00000168685/ENSG00000115232/ENSG00000197635/ENSG00000020633/ENSG00000155629/ENSG00000137265/ENSG00000081237/ENSG00000121807/ENSG00000065675/ENSG00000171051/ENSG00000166501/ENSG00000160654/ENSG00000134460/ENSG00000090659/ENSG00000117090/ENSG00000131019/ENSG00000162739/ENSG00000123338/ENSG00000182866/ENSG00000204252/ENSG00000082074/ENSG00000119508/ENSG00000162676/ENSG00000013725/ENSG00000113263/ENSG00000131015/ENSG00000115602/ENSG00000004468/ENSG00000211679/ENSG00000183918/ENSG00000136244/ENSG00000211899/ENSG00000180644/ENSG00000163599/ENSG00000157404/ENSG00000211592/ENSG00000110448/ENSG00000154451/ENSG00000145777/ENSG00000139193/ENSG00000211896/ENSG00000171049/ENSG00000163564/ENSG00000105369/ENSG00000127241/ENSG00000172116/ENSG00000153563/ENSG00000106178/ENSG00000153064/ENSG00000115353/ENSG00000211772/ENSG00000204475/ENSG00000137077/ENSG00000137033/ENSG00000136573/ENSG00000085265/ENSG00000211685/ENSG00000163406/ENSG00000091831/ENSG00000177455/ENSG00000156738/ENSG00000104921/ENSG00000163220/ENSG00000143546/ENSG00000124205",78
"GO:0050776","regulation of immune response","66/456","263/3645",0.250950570342205,2.00595357214329,6.40344016328143,4.64798110497556e-09,6.41421392486627e-07,6.20429758523805e-07,"ENSG00000182326/ENSG00000077264/ENSG00000135046/ENSG00000000971/ENSG00000159403/ENSG00000203710/ENSG00000276600/ENSG00000122188/ENSG00000101916/ENSG00000168685/ENSG00000155629/ENSG00000137265/ENSG00000081237/ENSG00000121807/ENSG00000065675/ENSG00000171051/ENSG00000166501/ENSG00000160654/ENSG00000117090/ENSG00000131019/ENSG00000162739/ENSG00000123338/ENSG00000182866/ENSG00000204252/ENSG00000082074/ENSG00000119508/ENSG00000153283/ENSG00000162676/ENSG00000113263/ENSG00000127951/ENSG00000131015/ENSG00000115602/ENSG00000004468/ENSG00000211679/ENSG00000183918/ENSG00000136244/ENSG00000211899/ENSG00000180644/ENSG00000163599/ENSG00000157404/ENSG00000211592/ENSG00000181847/ENSG00000154451/ENSG00000172322/ENSG00000211896/ENSG00000171049/ENSG00000163564/ENSG00000105369/ENSG00000127241/ENSG00000172116/ENSG00000153563/ENSG00000153064/ENSG00000211772/ENSG00000188389/ENSG00000204475/ENSG00000137033/ENSG00000136573/ENSG00000085265/ENSG00000211685/ENSG00000163406/ENSG00000091831/ENSG00000177455/ENSG00000156738/ENSG00000104921/ENSG00000163220/ENSG00000143546",66
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","36/456","108/3645",0.333333333333333,2.66447368421053,6.63919809442108,8.8161904055309e-09,1.16133271796493e-06,1.12332607894396e-06,"ENSG00000077264/ENSG00000203710/ENSG00000276600/ENSG00000122188/ENSG00000155629/ENSG00000081237/ENSG00000065675/ENSG00000171051/ENSG00000166501/ENSG00000160654/ENSG00000123338/ENSG00000182866/ENSG00000082074/ENSG00000119508/ENSG00000113263/ENSG00000004468/ENSG00000211679/ENSG00000183918/ENSG00000211899/ENSG00000163599/ENSG00000157404/ENSG00000211592/ENSG00000211896/ENSG00000171049/ENSG00000105369/ENSG00000172116/ENSG00000153563/ENSG00000153064/ENSG00000211772/ENSG00000204475/ENSG00000136573/ENSG00000085265/ENSG00000211685/ENSG00000177455/ENSG00000156738/ENSG00000104921",36
"GO:0042113","B cell activation","26/456","64/3645",0.40625,3.24732730263158,6.85801610074995,1.0561566032001e-08,1.33075732003212e-06,1.2872059653647e-06,"ENSG00000162692/ENSG00000203710/ENSG00000122188/ENSG00000168685/ENSG00000115232/ENSG00000110777/ENSG00000081237/ENSG00000104332/ENSG00000143297/ENSG00000166501/ENSG00000123338/ENSG00000161405/ENSG00000140968/ENSG00000004468/ENSG00000078596/ENSG00000136244/ENSG00000211899/ENSG00000163599/ENSG00000157404/ENSG00000139193/ENSG00000105369/ENSG00000188763/ENSG00000269404/ENSG00000153064/ENSG00000177455/ENSG00000156738",26
